id_pesquisa,id_cliente,data_resposta,trimestre_ref,segmento_declarado,produto,canal,tempo_relacionamento,nota_satisfacao,comentario
FD00697,C00006,2026-02-05,2026T1,Private,CDB,Central de Atendimento,5+ anos,7,Tive duvida sobre rentabilidade
FD00698,C00131,2026-02-04,2026T1,Alta Renda,Carteira Administrada,App,2-5 anos,7,Aplicativo poderia explicar melhor
FD00699,C00537,2026-02-19,2026T1,Varejo,CDB,Internet Banking,2-5 anos,9,Assessoria ajudou na decisao
FD00700,C00057,2026-03-31,2026T1,Private,CDB,,0-6 meses,9,Boa experiencia no aplicativo
FD00701,C00035,2026-03-03,2026T1,Novo Investidor,Carteira Administrada,Internet Banking,2-5 anos,7,"Experiencia ok, mas poderia ser mais simples"
FD00702,C00495,2026-03-29,2026T1,Alta Renda,Fundos,App,0-6 meses,9,Boa experiencia no aplicativo
FD00703,C00309,2026-02-24,2026T1,Varejo,Tesouro Direto,Assessoria,5+ anos,10,Assessoria ajudou na decisao
FD00704,C00377,2026-03-05,2026T1,Varejo,Fundos,Assessoria,6-24 meses,7,Demorou um pouco para encontrar informacoes
FD00705,C00139,2026-02-18,2026T1,Alta Renda,Fundos,Internet Banking,0-6 meses,8,Demorou um pouco para encontrar informacoes
FD00706,C00284,2026-03-25,2026T1,Private,Fundos,Assessoria,0-6 meses,9,Consegui acompanhar minha carteira
FD00707,C00519,2026-01-30,2026T1,Novo Investidor,Fundos,App,2-5 anos,10,Informacoes estavam faceis de encontrar
FD00708,C00067,2026-02-13,2026T1,Private,Fundos,Internet Banking,0-6 meses,3,Nao entendi a cobranca
FD00709,C00137,2026-03-10,2026T1,Alta Renda,Carteira Administrada,App,2-5 anos,9,Boa experiencia no aplicativo
FD00710,C00038,2026-03-19,2026T1,Private,Tesouro Direto,Internet Banking,6-24 meses,9,Atendimento claro e rapido
FD00711,C00223,2026-03-02,2026T1,Private,CDB,Assessoria,5+ anos,10,Assessoria ajudou na decisao
FD00712,C00398,2026-03-03,2026T1,Alta Renda,Tesouro Direto,Internet Banking,6-24 meses,10,Assessoria ajudou na decisao
FD00713,C00416,2026-02-27,2026T1,Alta Renda,Tesouro Direto,App,2-5 anos,8,"Atendimento resolveu, mas demorou"
FD00714,C00249,2026-01-25,2026T1,Novo Investidor,CDB,Central de Atendimento,5+ anos,10,Boa experiencia no aplicativo
FD00715,C00461,2026-03-06,2026T1,Private,Fundos,App,2-5 anos,9,Atendimento claro e rapido
FD00716,C00367,2026-05-25,2026T2,Novo Investidor,Tesouro Direto,App,0-6 meses,7,"Atendimento resolveu, mas demorou"
FD00717,C00091,2026-06-16,2026T2,Private,Carteira Administrada,App,6-24 meses,9,Consegui acompanhar minha carteira
FD00718,C00550,2026-05-12,2026T2,Varejo,Fundos,Central de Atendimento,5+ anos,10,Informacoes estavam faceis de encontrar
FD00719,C00390,2026-04-17,2026T2,Varejo,CDB,App,6-24 meses,10,Informacoes estavam faceis de encontrar
FD00720,C00306,2026-04-04,2026T2,Novo Investidor,COE,App,5+ anos,1,Nao entendi a cobranca
FD00721,C00229,2026-04-14,2026T2,Novo Investidor,Fundos,Internet Banking,6-24 meses,10,Assessoria ajudou na decisao
FD00722,C00043,2026-04-23,2026T2,Private,Fundos,App,6-24 meses,10,Atendimento claro e rapido
FD00723,C00188,2026-06-25,2026T2,Alta Renda,Tesouro Direto,Assessoria,2-5 anos,10,Consegui acompanhar minha carteira
FD00724,C00195,2026-05-29,2026T2,Alta Renda,Carteira Administrada,App,6-24 meses,7,Tive duvida sobre rentabilidade
FD00725,C00209,2026-05-09,2026T2,Private,Fundos,Assessoria,5+ anos,10,Consegui acompanhar minha carteira
FD00726,C00307,2026-05-08,2026T2,Alta Renda,Tesouro Direto,Central de Atendimento,6-24 meses,9,Atendimento claro e rapido
FD00727,C00004,2026-04-14,2026T2,Varejo,Carteira Administrada,App,6-24 meses,8,"Atendimento resolveu, mas demorou"
FD00728,C00446,2026-04-22,2026T2,Novo Investidor,COE,App,6-24 meses,10,Boa experiencia no aplicativo
FD00729,C00109,2026-04-07,2026T2,Private,CDB,App,6-24 meses,9,Assessoria ajudou na decisao
FD00730,C00432,2026-04-18,2026T2,Varejo,Tesouro Direto,App,2-5 anos,10,Boa experiencia no aplicativo
FD00731,C00400,2026-05-04,2026T2,Varejo,Fundos,Assessoria,0-6 meses,9,Informacoes estavam faceis de encontrar
FD00732,C00545,2026-05-20,2026T2,Varejo,Carteira Administrada,App,6-24 meses,0,Informacoes divergentes sobre o produto
FD00733,C00065,2026-05-18,2026T2,Alta Renda,COE,Internet Banking,6-24 meses,9,Assessoria ajudou na decisao
FD00734,C00040,2026-06-22,2026T2,Alta Renda,Carteira Administrada,App,6-24 meses,7,"Atendimento resolveu, mas demorou"
FD00735,C00010,2026-05-29,2026T2,Varejo,CDB,App,6-24 meses,10,Assessoria ajudou na decisao
FD00736,C00066,2026-06-28,2026T2,Alta Renda,Tesouro Direto,Internet Banking,2-5 anos,9,Consegui acompanhar minha carteira
FD00737,C00523,2026-06-20,2026T2,Novo Investidor,Carteira Administrada,App,2-5 anos,7,"Atendimento resolveu, mas demorou"
FD00738,C00538,2026-05-25,2026T2,Private,Tesouro Direto,App,5+ anos,10,Assessoria ajudou na decisao
FD00739,C00524,2026-05-27,2026T2,Varejo,COE,Central de Atendimento,2-5 anos,7,"Atendimento resolveu, mas demorou"
FD00740,C00253,2026-05-15,2026T2,Varejo,Carteira Administrada,App,0-6 meses,8,"Experiencia ok, mas poderia ser mais simples"
FD00741,C00380,2026-05-04,2026T2,Alta Renda,Fundos,Internet Banking,6-24 meses,10,Atendimento claro e rapido
FD00742,C00295,2026-04-20,2026T2,Private,Tesouro Direto,App,6-24 meses,7,Tive duvida sobre rentabilidade
FD00743,C00426,2026-04-23,2026T2,Alta Renda,Fundos,,0-6 meses,8,Demorou um pouco para encontrar informacoes
FD00744,C00081,2026-06-11,2026T2,Varejo,Carteira Administrada,Assessoria,2-5 anos,10,Assessoria ajudou na decisao
FD00745,C00093,2026-05-07,2026T2,Varejo,Tesouro Direto,App,6-24 meses,10,Boa experiencia no aplicativo
FD00746,C00407,2026-04-16,2026T2,Alta Renda,Fundos,App,0-6 meses,10,Informacoes estavam faceis de encontrar
FD00747,C00354,2026-05-23,2026T2,Private,Carteira Administrada,App,0-6 meses,9,Informacoes estavam faceis de encontrar
FD00748,C00076,2026-04-07,2026T2,Varejo,Fundos,App,0-6 meses,9,Assessoria ajudou na decisao
FD00749,C00294,2026-04-26,2026T2,Alta Renda,Tesouro Direto,Central de Atendimento,2-5 anos,10,Consegui acompanhar minha carteira
FD00750,C00200,2026-04-03,2026T2,Varejo,COE,Assessoria,2-5 anos,9,Consegui acompanhar minha carteira
FD00751,C00160,2026-05-09,2026T2,Varejo,Fundos,Central de Atendimento,5+ anos,9,Atendimento claro e rapido
FD00752,C00489,2026-05-05,2026T2,Novo Investidor,CDB,Assessoria,2-5 anos,8,"Experiencia ok, mas poderia ser mais simples"
FD00753,C00499,2026-06-21,2026T2,Novo Investidor,Carteira Administrada,App,0-6 meses,9,Informacoes estavam faceis de encontrar
FD00754,C00175,2026-05-01,2026T2,Varejo,Carteira Administrada,Assessoria,2-5 anos,10,Consegui acompanhar minha carteira
FD00755,C00329,2026-06-13,2026T2,Alta Renda,Fundos,App,2-5 anos,4,Nao ficou claro o risco do produto
FD00756,C00530,2026-04-05,2026T2,Varejo,Carteira Administrada,Internet Banking,0-6 meses,9,
FD00757,C00212,2026-06-19,2026T2,Varejo,CDB,Internet Banking,2-5 anos,8,"Experiencia ok, mas poderia ser mais simples"
FD00758,C00124,2026-05-16,2026T2,Private,Fundos,Assessoria,5+ anos,9,Consegui acompanhar minha carteira
FD00759,C00178,2026-06-02,2026T2,Alta Renda,Tesouro Direto,Internet Banking,0-6 meses,9,Boa experiencia no aplicativo
FD00760,C00501,2026-04-09,2026T2,Varejo,Fundos,Internet Banking,0-6 meses,10,Boa experiencia no aplicativo
FD00761,C00535,2026-06-25,2026T2,Varejo,Fundos,App,5+ anos,9,Atendimento claro e rapido
FD00762,C00154,2026-06-12,2026T2,Alta Renda,CDB,App,6-24 meses,9,Assessoria ajudou na decisao
FD00763,C00470,2026-06-11,2026T2,Novo Investidor,COE,App,2-5 anos,10,Informacoes estavam faceis de encontrar
FD00764,C00481,2026-04-25,2026T2,Varejo,CDB,App,2-5 anos,9,Assessoria ajudou na decisao
FD00765,C00462,2026-04-06,2026T2,Varejo,CDB,App,2-5 anos,9,Informacoes estavam faceis de encontrar
FD00766,C00271,2026-05-07,2026T2,Varejo,Carteira Administrada,Internet Banking,2-5 anos,1,Nao ficou claro o risco do produto
FD00767,C00314,2026-04-03,2026T2,Novo Investidor,Tesouro Direto,App,2-5 anos,9,Boa experiencia no aplicativo
FD00768,C00381,2026-06-13,2026T2,Private,CDB,App,2-5 anos,7,"Experiencia ok, mas poderia ser mais simples"
FD00769,C00384,2026-04-16,2026T2,Varejo,Carteira Administrada,App,2-5 anos,7,
FD00770,C00288,2026-04-13,2026T2,Alta Renda,Carteira Administrada,App,5+ anos,6,Informacoes divergentes sobre o produto
FD00771,C00049,2026-04-03,2026T2,Alta Renda,Tesouro Direto,App,6-24 meses,9,Consegui acompanhar minha carteira
FD00772,C00486,2026-05-02,2026T2,Novo Investidor,CDB,Central de Atendimento,5+ anos,10,Atendimento claro e rapido
FD00773,C00294,2026-04-30,2026T2,Alta Renda,COE,Internet Banking,0-6 meses,9,Assessoria ajudou na decisao
FD00774,C00408,2026-04-22,2026T2,Private,CDB,App,2-5 anos,9,Atendimento claro e rapido
FD00775,C00055,2026-06-21,2026T2,Varejo,Carteira Administrada,App,6-24 meses,9,Consegui acompanhar minha carteira
FD00776,C00250,2026-05-09,2026T2,Varejo,Fundos,Internet Banking,0-6 meses,10,Atendimento claro e rapido
FD00777,C00072,2026-05-19,2026T2,Private,Tesouro Direto,App,0-6 meses,9,Informacoes estavam faceis de encontrar
FD00778,C00492,2026-05-21,2026T2,Varejo,Fundos,Central de Atendimento,2-5 anos,5,Aplicativo travou durante consulta
FD00779,C00336,2026-04-07,2026T2,Private,Carteira Administrada,Central de Atendimento,6-24 meses,10,Assessoria ajudou na decisao
FD00780,C00543,2026-06-08,2026T2,Private,Fundos,App,5+ anos,10,Informacoes estavam faceis de encontrar
FD00781,C00036,2026-06-17,2026T2,Varejo,Tesouro Direto,App,6-24 meses,10,Assessoria ajudou na decisao
FD00782,C00546,2026-05-19,2026T2,Alta Renda,Carteira Administrada,Internet Banking,5+ anos,10,Boa experiencia no aplicativo
FD00783,C00303,2026-05-15,2026T2,Alta Renda,Fundos,App,2-5 anos,9,Informacoes estavam faceis de encontrar
FD00784,C00472,2026-06-17,2026T2,Novo Investidor,CDB,App,2-5 anos,7,Aplicativo poderia explicar melhor
FD00785,C00136,2026-05-15,2026T2,Alta Renda,CDB,Assessoria,5+ anos,10,Atendimento claro e rapido
FD00786,C00408,2026-05-27,2026T2,Private,Tesouro Direto,App,6-24 meses,10,Atendimento claro e rapido
FD00787,C00310,2026-05-14,2026T2,Private,Tesouro Direto,App,0-6 meses,10,Atendimento claro e rapido
FD00788,C00459,2026-05-17,2026T2,Private,CDB,App,5+ anos,10,Boa experiencia no aplicativo
FD00789,C00036,2026-05-13,2026T2,Varejo,Carteira Administrada,App,6-24 meses,8,Tive duvida sobre rentabilidade
FD00790,C00358,2026-04-03,2026T2,Varejo,Fundos,App,2-5 anos,9,Assessoria ajudou na decisao
FD00791,C00421,2026-06-05,2026T2,Varejo,Tesouro Direto,Assessoria,6-24 meses,10,Informacoes estavam faceis de encontrar
FD00792,C00179,2026-05-23,2026T2,Novo Investidor,CDB,Internet Banking,6-24 meses,10,Consegui acompanhar minha carteira
FD00793,C00333,2026-06-12,2026T2,Private,Carteira Administrada,App,6-24 meses,9,Consegui acompanhar minha carteira
FD00794,C00322,2026-04-27,2026T2,Varejo,Fundos,App,0-6 meses,10,Assessoria ajudou na decisao
FD00795,C00278,2026-05-11,2026T2,Varejo,Tesouro Direto,App,0-6 meses,9,Informacoes estavam faceis de encontrar
FD00796,C00053,2026-06-11,2026T2,Novo Investidor,Tesouro Direto,Central de Atendimento,6-24 meses,9,Consegui acompanhar minha carteira
FD00797,C00068,2026-05-03,2026T2,Varejo,Carteira Administrada,App,2-5 anos,10,Consegui acompanhar minha carteira
FD00798,C00073,2026-05-03,2026T2,Private,Carteira Administrada,App,2-5 anos,6,Aplicativo travou durante consulta
FD00799,C00550,2026-06-27,2026T2,Varejo,Fundos,Central de Atendimento,2-5 anos,7,"Atendimento resolveu, mas demorou"
FD00800,C00239,2026-06-17,2026T2,Varejo,Fundos,App,6-24 meses,9,Consegui acompanhar minha carteira
FD00801,C00541,2026-06-10,2026T2,Novo Investidor,Fundos,Internet Banking,0-6 meses,9,Boa experiencia no aplicativo
FD00802,C00359,2026-05-22,2026T2,Novo Investidor,Tesouro Direto,App,6-24 meses,9,Atendimento claro e rapido
FD00803,C00532,2026-05-29,2026T2,Novo Investidor,Carteira Administrada,App,2-5 anos,9,Boa experiencia no aplicativo
FD00804,C00329,2026-04-05,2026T2,Alta Renda,Fundos,App,5+ anos,2,Informacoes divergentes sobre o produto
FD00805,C00364,2026-04-12,2026T2,Alta Renda,Fundos,Central de Atendimento,0-6 meses,9,Boa experiencia no aplicativo
FD00806,C00083,2026-05-28,2026T2,Alta Renda,CDB,Central de Atendimento,6-24 meses,10,Consegui acompanhar minha carteira
FD00807,C00527,2026-06-13,2026T2,Alta Renda,Tesouro Direto,App,0-6 meses,9,Assessoria ajudou na decisao
FD00808,C00525,2026-04-26,2026T2,Varejo,Tesouro Direto,App,5+ anos,6,Informacoes divergentes sobre o produto
FD00809,C00114,2026-04-18,2026T2,Varejo,Carteira Administrada,App,6-24 meses,10,Informacoes estavam faceis de encontrar
FD00810,C00082,2026-05-14,2026T2,Varejo,Carteira Administrada,App,2-5 anos,4,Nao ficou claro o risco do produto
FD00811,C00442,2026-06-15,2026T2,Novo Investidor,Carteira Administrada,App,6-24 meses,6,Aplicativo travou durante consulta
FD00812,C00297,2026-06-30,2026T2,Varejo,COE,App,0-6 meses,3,Nao entendi a cobranca
FD00813,C00297,2026-05-01,2026T2,Varejo,Fundos,Internet Banking,2-5 anos,10,Consegui acompanhar minha carteira
FD00814,C00161,2026-05-28,2026T2,Alta Renda,Carteira Administrada,App,0-6 meses,10,Boa experiencia no aplicativo
FD00815,C00279,2026-04-02,2026T2,Varejo,Tesouro Direto,App,2-5 anos,10,Assessoria ajudou na decisao
FD00816,C00159,2026-04-19,2026T2,Private,Tesouro Direto,Assessoria,2-5 anos,10,Boa experiencia no aplicativo
FD00817,C00112,2026-06-16,2026T2,Private,COE,App,0-6 meses,10,Boa experiencia no aplicativo
FD00818,C00059,2026-05-03,2026T2,Private,Fundos,Central de Atendimento,0-6 meses,10,Consegui acompanhar minha carteira
FD00819,C00088,2026-05-09,2026T2,Varejo,Fundos,App,5+ anos,10,Informacoes estavam faceis de encontrar
FD00820,C00507,2026-06-26,2026T2,Novo Investidor,Carteira Administrada,App,0-6 meses,9,Informacoes estavam faceis de encontrar
FD00821,C00031,2026-06-25,2026T2,Varejo,Tesouro Direto,Assessoria,6-24 meses,10,Consegui acompanhar minha carteira
FD00822,C00510,2026-05-25,2026T2,Varejo,Carteira Administrada,App,6-24 meses,9,Boa experiencia no aplicativo
FD00823,C00334,2026-04-25,2026T2,Private,Carteira Administrada,Assessoria,6-24 meses,10,Boa experiencia no aplicativo
FD00824,C00143,2026-05-23,2026T2,Alta Renda,Tesouro Direto,App,2-5 anos,10,Boa experiencia no aplicativo
FD00825,C00144,2026-05-03,2026T2,Alta Renda,Fundos,Assessoria,5+ anos,7,"Atendimento resolveu, mas demorou"
FD00826,C00039,2026-04-25,2026T2,Varejo,Carteira Administrada,Central de Atendimento,0-6 meses,7,"Atendimento resolveu, mas demorou"
FD00827,C00342,2026-06-19,2026T2,Alta Renda,COE,App,2-5 anos,10,Boa experiencia no aplicativo
FD00828,C00447,2026-05-13,2026T2,Novo Investidor,Tesouro Direto,App,6-24 meses,10,Informacoes estavam faceis de encontrar
FD00829,C00275,2026-05-23,2026T2,Alta Renda,CDB,App,0-6 meses,9,Assessoria ajudou na decisao
FD00830,C00228,2026-05-17,2026T2,Alta Renda,Carteira Administrada,App,0-6 meses,9,Informacoes estavam faceis de encontrar
FD00831,C00242,2026-06-27,2026T2,Novo Investidor,CDB,Assessoria,6-24 meses,10,Consegui acompanhar minha carteira
FD00832,C00443,2026-04-24,2026T2,Alta Renda,Tesouro Direto,App,5+ anos,9,Boa experiencia no aplicativo
FD00833,C00396,2026-04-26,2026T2,Novo Investidor,Tesouro Direto,Central de Atendimento,2-5 anos,9,Informacoes estavam faceis de encontrar
FD00834,C00411,2026-06-02,2026T2,Alta Renda,CDB,Internet Banking,5+ anos,9,Assessoria ajudou na decisao
FD00835,C00262,2026-05-13,2026T2,Novo Investidor,Fundos,Internet Banking,6-24 meses,10,Assessoria ajudou na decisao
FD00836,C00400,2026-04-04,2026T2,Varejo,Fundos,App,2-5 anos,9,Informacoes estavam faceis de encontrar
FD00837,C00371,2026-04-08,2026T2,Private,Carteira Administrada,App,5+ anos,10,Boa experiencia no aplicativo
FD00838,C00184,2026-04-11,2026T2,Varejo,CDB,App,2-5 anos,10,Informacoes estavam faceis de encontrar
FD00839,C00117,2026-04-21,2026T2,Varejo,CDB,App,2-5 anos,9,Consegui acompanhar minha carteira
FD00840,C00053,2026-04-23,2026T2,Novo Investidor,Fundos,App,6-24 meses,0,Nao ficou claro o risco do produto
FD00841,C00452,2026-05-28,2026T2,Alta Renda,Fundos,App,6-24 meses,1,Informacoes divergentes sobre o produto
FD00842,C00522,2026-06-17,2026T2,Alta Renda,Tesouro Direto,App,2-5 anos,10,Atendimento claro e rapido
FD00843,C00469,2026-04-07,2026T2,Private,CDB,App,0-6 meses,9,Atendimento claro e rapido
FD00844,C00275,2026-04-27,2026T2,Alta Renda,CDB,App,0-6 meses,9,Atendimento claro e rapido
FD00845,C00157,2026-04-24,2026T2,Varejo,Fundos,Assessoria,6-24 meses,5,Informacoes divergentes sobre o produto
FD00846,C00454,2026-05-04,2026T2,Novo Investidor,CDB,App,2-5 anos,7,Aplicativo poderia explicar melhor
FD00847,C00134,2026-04-24,2026T2,Alta Renda,Carteira Administrada,Central de Atendimento,2-5 anos,9,Assessoria ajudou na decisao
FD00848,C00105,2026-04-30,2026T2,Novo Investidor,Fundos,App,2-5 anos,2,
FD00849,C00374,2026-05-09,2026T2,Varejo,CDB,Assessoria,6-24 meses,9,Consegui acompanhar minha carteira
FD00850,C00016,2026-04-25,2026T2,Private,Fundos,App,2-5 anos,6,Nao consegui falar com assessor
FD00851,C00053,2026-04-11,2026T2,Novo Investidor,Fundos,App,6-24 meses,10,Assessoria ajudou na decisao
FD00852,C00467,2026-04-09,2026T2,Alta Renda,Fundos,App,2-5 anos,10,Consegui acompanhar minha carteira
FD00853,C00212,2026-04-19,2026T2,Varejo,CDB,Assessoria,5+ anos,7,"Atendimento resolveu, mas demorou"
FD00854,C00079,2026-04-28,2026T2,Alta Renda,Tesouro Direto,App,2-5 anos,9,Consegui acompanhar minha carteira
FD00855,C00229,2026-06-21,2026T2,Novo Investidor,CDB,App,5+ anos,2,Nao entendi a cobranca
FD00856,C00268,2026-04-02,2026T2,Varejo,COE,App,5+ anos,10,Atendimento claro e rapido
FD00857,C00300,2026-05-30,2026T2,Private,Fundos,Internet Banking,2-5 anos,9,Boa experiencia no aplicativo
FD00858,C00141,2026-05-03,2026T2,Novo Investidor,Fundos,Assessoria,6-24 meses,9,Atendimento claro e rapido
FD00859,C00238,2026-06-26,2026T2,Private,CDB,App,6-24 meses,9,Assessoria ajudou na decisao
FD00860,C00141,2026-05-25,2026T2,Novo Investidor,Tesouro Direto,Assessoria,2-5 anos,4,Nao ficou claro o risco do produto
FD00861,C00443,2026-05-16,2026T2,Alta Renda,CDB,Internet Banking,6-24 meses,10,Assessoria ajudou na decisao
FD00862,C00017,2026-04-17,2026T2,Alta Renda,Tesouro Direto,App,5+ anos,10,Atendimento claro e rapido
FD00863,C00010,2026-06-16,2026T2,Varejo,Carteira Administrada,App,2-5 anos,9,Consegui acompanhar minha carteira
FD00864,C00197,2026-05-27,2026T2,Varejo,CDB,Internet Banking,6-24 meses,10,Boa experiencia no aplicativo
FD00865,C00517,2026-05-19,2026T2,Alta Renda,Fundos,App,0-6 meses,10,Informacoes estavam faceis de encontrar
FD00866,C00422,2026-04-01,2026T2,Varejo,Fundos,App,6-24 meses,10,Assessoria ajudou na decisao
FD00867,C00103,2026-06-26,2026T2,Alta Renda,Tesouro Direto,App,6-24 meses,10,Consegui acompanhar minha carteira
FD00868,C00191,2026-04-12,2026T2,Private,Tesouro Direto,Central de Atendimento,0-6 meses,10,Consegui acompanhar minha carteira
FD00869,C00101,2026-06-16,2026T2,Private,Carteira Administrada,App,2-5 anos,10,Atendimento claro e rapido
FD00870,C00202,2026-04-28,2026T2,Private,Fundos,App,5+ anos,10,Assessoria ajudou na decisao
FD00871,C00524,2026-04-23,2026T2,Varejo,Fundos,App,5+ anos,5,Aplicativo travou durante consulta
FD00872,C00465,2026-05-24,2026T2,Novo Investidor,CDB,App,2-5 anos,8,"Experiencia ok, mas poderia ser mais simples"
FD00873,C00094,2026-06-06,2026T2,Varejo,CDB,App,5+ anos,10,Assessoria ajudou na decisao
FD00874,C00502,2026-05-03,2026T2,Alta Renda,Carteira Administrada,App,2-5 anos,10,Atendimento claro e rapido
FD00875,C00489,2026-06-03,2026T2,Novo Investidor,Tesouro Direto,App,5+ anos,9,Informacoes estavam faceis de encontrar
FD00876,C00202,2026-05-08,2026T2,Private,Carteira Administrada,App,6-24 meses,4,Nao ficou claro o risco do produto
FD00877,C00131,2026-06-18,2026T2,Alta Renda,Carteira Administrada,App,6-24 meses,9,Consegui acompanhar minha carteira
FD00878,C00403,2026-05-13,2026T2,Alta Renda,Tesouro Direto,Central de Atendimento,0-6 meses,10,Atendimento claro e rapido
FD00879,C00331,2026-06-28,2026T2,Alta Renda,Fundos,App,6-24 meses,9,Boa experiencia no aplicativo
FD00880,C00464,2026-06-09,2026T2,Varejo,Carteira Administrada,Central de Atendimento,2-5 anos,5,Nao consegui falar com assessor
FD00881,C00170,2026-06-03,2026T2,Varejo,CDB,App,6-24 meses,9,Atendimento claro e rapido
FD00882,C00421,2026-05-03,2026T2,Varejo,CDB,App,0-6 meses,5,Informacoes divergentes sobre o produto
FD00883,C00071,2026-05-16,2026T2,Varejo,Carteira Administrada,Central de Atendimento,2-5 anos,9,Informacoes estavam faceis de encontrar
FD00884,C00498,2026-04-30,2026T2,Private,Carteira Administrada,App,5+ anos,10,Informacoes estavam faceis de encontrar
FD00885,C00475,2026-05-29,2026T2,Alta Renda,Carteira Administrada,App,5+ anos,9,Informacoes estavam faceis de encontrar
FD00886,C00013,2026-05-17,2026T2,Varejo,CDB,App,5+ anos,7,"Atendimento resolveu, mas demorou"
FD00887,C00384,2026-06-21,2026T2,Varejo,CDB,App,6-24 meses,10,Atendimento claro e rapido
FD00888,C00363,2026-05-13,2026T2,Alta Renda,COE,App,6-24 meses,10,Consegui acompanhar minha carteira
FD00889,C00219,2026-05-06,2026T2,Varejo,Fundos,App,6-24 meses,9,Atendimento claro e rapido
FD00890,C00368,2026-06-10,2026T2,Novo Investidor,Tesouro Direto,App,0-6 meses,10,Atendimento claro e rapido
FD00891,C00327,2026-05-27,2026T2,Alta Renda,CDB,App,6-24 meses,10,Boa experiencia no aplicativo
FD00892,C00097,2026-06-14,2026T2,Alta Renda,COE,App,2-5 anos,7,Aplicativo poderia explicar melhor
FD00893,C00311,2026-06-07,2026T2,Alta Renda,Carteira Administrada,Internet Banking,6-24 meses,2,Demora para resolver meu problema
FD00894,C00039,2026-04-19,2026T2,Varejo,CDB,App,0-6 meses,0,Informacoes divergentes sobre o produto
FD00895,C00512,2026-04-26,2026T2,Alta Renda,Carteira Administrada,App,0-6 meses,9,Consegui acompanhar minha carteira
FD00896,C00148,2026-05-28,2026T2,Alta Renda,Fundos,Assessoria,5+ anos,10,Assessoria ajudou na decisao
FD00897,C00386,2026-06-04,2026T2,Varejo,Tesouro Direto,App,2-5 anos,5,Nao ficou claro o risco do produto
FD00898,C00152,2026-05-22,2026T2,Private,Tesouro Direto,App,6-24 meses,10,Boa experiencia no aplicativo
FD00899,C00050,2026-04-26,2026T2,Private,Tesouro Direto,Internet Banking,6-24 meses,9,Assessoria ajudou na decisao
FD00900,C00037,2026-04-21,2026T2,Alta Renda,CDB,Internet Banking,2-5 anos,9,Consegui acompanhar minha carteira
FD00901,C00181,2026-06-20,2026T2,Alta Renda,Tesouro Direto,Internet Banking,0-6 meses,9,Atendimento claro e rapido
FD00902,C00184,2026-06-28,2026T2,Varejo,COE,App,2-5 anos,10,Atendimento claro e rapido
FD00903,C00314,2026-04-13,2026T2,Novo Investidor,Carteira Administrada,App,0-6 meses,9,Consegui acompanhar minha carteira
FD00904,C00461,2026-06-02,2026T2,Private,Carteira Administrada,App,2-5 anos,9,Assessoria ajudou na decisao
FD00905,C00512,2026-05-10,2026T2,Alta Renda,Carteira Administrada,App,2-5 anos,8,"Atendimento resolveu, mas demorou"
FD00906,C00219,2026-06-09,2026T2,Varejo,Tesouro Direto,Assessoria,5+ anos,9,Atendimento claro e rapido
FD00907,C00530,2026-06-04,2026T2,Varejo,CDB,App,0-6 meses,9,Boa experiencia no aplicativo
FD00908,C00250,2026-05-18,2026T2,Varejo,CDB,App,2-5 anos,10,Consegui acompanhar minha carteira
FD00909,C00046,2026-05-08,2026T2,Varejo,Carteira Administrada,Assessoria,2-5 anos,3,Nao ficou claro o risco do produto
FD00910,C00273,2026-04-18,2026T2,Varejo,Fundos,App,5+ anos,10,Consegui acompanhar minha carteira
FD00911,C00101,2026-04-02,2026T2,Private,Tesouro Direto,Internet Banking,2-5 anos,9,Consegui acompanhar minha carteira
FD00912,C00356,2026-04-10,2026T2,Varejo,Fundos,Assessoria,6-24 meses,9,Assessoria ajudou na decisao
FD00913,C00447,2026-04-02,2026T2,Novo Investidor,Tesouro Direto,App,6-24 meses,9,Assessoria ajudou na decisao
FD00914,C00317,2026-05-04,2026T2,Alta Renda,Tesouro Direto,App,6-24 meses,9,Boa experiencia no aplicativo
FD00915,C00399,2026-04-12,2026T2,Varejo,Tesouro Direto,Assessoria,2-5 anos,9,Assessoria ajudou na decisao
FD00916,C00330,2026-04-24,2026T2,Private,CDB,App,5+ anos,9,Informacoes estavam faceis de encontrar
FD00917,C00230,2026-05-08,2026T2,Varejo,Fundos,App,2-5 anos,1,Nao entendi a cobranca
FD00918,C00398,2026-05-09,2026T2,Alta Renda,Carteira Administrada,App,6-24 meses,9,Atendimento claro e rapido
FD00919,C00353,2026-05-12,2026T2,Varejo,CDB,Assessoria,5+ anos,7,Aplicativo poderia explicar melhor
FD00920,C00166,2026-04-02,2026T2,Varejo,Carteira Administrada,Internet Banking,6-24 meses,10,Informacoes estavam faceis de encontrar
FD00921,C00245,2026-04-01,2026T2,Private,CDB,App,5+ anos,10,Consegui acompanhar minha carteira
FD00922,C00092,2026-04-22,2026T2,Varejo,Fundos,Central de Atendimento,6-24 meses,9,Atendimento claro e rapido
FD00923,C00295,2026-06-19,2026T2,Private,CDB,App,6-24 meses,9,Consegui acompanhar minha carteira
FD00924,C00265,2026-06-29,2026T2,Varejo,CDB,Assessoria,2-5 anos,10,Assessoria ajudou na decisao
FD00925,C00373,2026-06-13,2026T2,Private,Fundos,Assessoria,6-24 meses,9,Boa experiencia no aplicativo
FD00926,C00388,2026-06-05,2026T2,Private,Fundos,Central de Atendimento,0-6 meses,9,Consegui acompanhar minha carteira
