id_pesquisa,id_cliente,data_resposta,trimestre_ref,segmento_declarado,produto,canal,tempo_relacionamento,nota_satisfacao,comentario,id_cliente_num,qtd_atendimentos,nota_atendimento_media,qtd_atendimentos_resolvidos,qtd_atendimentos_pendentes,principal_motivo_contato,principal_canal_atendimento,produto_atendimento,qtd_registros_extrato,qtd_acessos_app_30d,qtd_reclamacoes_90d,tempo_resolucao_horas,suitability_pendente,produto_extrato
FD00778,C00492,2026-05-21,2026T2,Varejo,Fundos,Central de Atendimento,2-5 anos,5,Aplicativo travou durante consulta,492,,,,,,,,4.0,5.75,0.5,30.075,1.0,CDB
FD00779,C00336,2026-04-07,2026T2,Private,Carteira Administrada,Central de Atendimento,6-24 meses,10,Assessoria ajudou na decisao,336,,,,,,,,3.0,4.0,0.3333333333333333,35.53333333333333,0.0,CDB
FD00780,C00543,2026-06-08,2026T2,Private,Fundos,App,5+ anos,10,Informacoes estavam faceis de encontrar,543,,,,,,,,1.0,9.0,0.0,20.7,1.0,Tesouro Direto
FD00781,C00036,2026-06-17,2026T2,Varejo,Tesouro Direto,App,6-24 meses,10,Assessoria ajudou na decisao,36,,,,,,,,2.0,10.5,1.0,56.65,1.0,Carteira Administrada
FD00782,C00546,2026-05-19,2026T2,Alta Renda,Carteira Administrada,Internet Banking,5+ anos,10,Boa experiencia no aplicativo,546,,,,,,,,2.0,8.0,1.0,76.05,0.0,Carteira Administrada
FD00783,C00303,2026-05-15,2026T2,Alta Renda,Fundos,App,2-5 anos,9,Informacoes estavam faceis de encontrar,303,,,,,,,,1.0,7.0,0.0,9.7,0.0,Fundos
FD00784,C00472,2026-06-17,2026T2,Novo Investidor,CDB,App,2-5 anos,7,Aplicativo poderia explicar melhor,472,1.0,10.0,1.0,0.0,resgate,Telefone,Carteira Administrada,2.0,4.0,0.0,33.05,0.0,CDB
FD00785,C00136,2026-05-15,2026T2,Alta Renda,CDB,Assessoria,5+ anos,10,Atendimento claro e rapido,136,,,,,,,,1.0,8.0,0.0,16.4,0.0,CDB
FD00786,C00408,2026-05-27,2026T2,Private,Tesouro Direto,App,6-24 meses,10,Atendimento claro e rapido,408,3.0,9.666666666666666,2.0,1.0,duvida rentabilidade,Agencia,Tesouro Direto,4.0,11.0,0.0,20.475,0.0,CDB
FD00787,C00310,2026-05-14,2026T2,Private,Tesouro Direto,App,0-6 meses,10,Atendimento claro e rapido,310,1.0,10.0,1.0,0.0,duvida rentabilidade,E-mail,Tesouro Direto,1.0,8.0,0.0,13.9,0.0,Tesouro Direto
FD00788,C00459,2026-05-17,2026T2,Private,CDB,App,5+ anos,10,Boa experiencia no aplicativo,459,1.0,9.0,0.0,1.0,reclamacao atendimento,Telefone,Fundos,5.0,5.0,0.0,20.22,1.0,CDB
FD00789,C00036,2026-05-13,2026T2,Varejo,Carteira Administrada,App,6-24 meses,8,Tive duvida sobre rentabilidade,36,,,,,,,,2.0,10.5,1.0,56.65,1.0,Carteira Administrada
FD00790,C00358,2026-04-03,2026T2,Varejo,Fundos,App,2-5 anos,9,Assessoria ajudou na decisao,358,2.0,,2.0,0.0,reclamacao atendimento,Chat,Fundos,3.0,10.0,0.0,16.366666666666664,0.0,Fundos
FD00791,C00421,2026-06-05,2026T2,Varejo,Tesouro Direto,Assessoria,6-24 meses,10,Informacoes estavam faceis de encontrar,421,1.0,10.0,1.0,0.0,resgate,Agencia,Tesouro Direto,2.0,7.0,0.5,26.35,0.0,CDB
FD00792,C00179,2026-05-23,2026T2,Novo Investidor,CDB,Internet Banking,6-24 meses,10,Consegui acompanhar minha carteira,179,1.0,10.0,1.0,0.0,reclamacao atendimento,Chat,CDB,1.0,3.0,0.0,13.7,0.0,CDB
FD00793,C00333,2026-06-12,2026T2,Private,Carteira Administrada,App,6-24 meses,9,Consegui acompanhar minha carteira,333,,,,,,,,1.0,11.0,0.0,17.6,0.0,CDB
FD00794,C00322,2026-04-27,2026T2,Varejo,Fundos,App,0-6 meses,10,Assessoria ajudou na decisao,322,,,,,,,,1.0,10.0,,16.8,1.0,Fundos
FD00795,C00278,2026-05-11,2026T2,Varejo,Tesouro Direto,App,0-6 meses,9,Informacoes estavam faceis de encontrar,278,2.0,9.0,1.0,0.0,duvida rentabilidade,Agencia,COE,4.0,7.0,0.0,24.35,1.0,Tesouro Direto
FD00796,C00053,2026-06-11,2026T2,Novo Investidor,Tesouro Direto,Central de Atendimento,6-24 meses,9,Consegui acompanhar minha carteira,53,2.0,4.5,1.0,1.0,acesso app,Telefone,Fundos,3.0,9.333333333333334,0.6666666666666666,33.266666666666666,1.0,Fundos
FD00797,C00068,2026-05-03,2026T2,Varejo,Carteira Administrada,App,2-5 anos,10,Consegui acompanhar minha carteira,68,,,,,,,,4.0,9.25,0.0,21.45,0.0,CDB
FD00798,C00073,2026-05-03,2026T2,Private,Carteira Administrada,App,2-5 anos,6,Aplicativo travou durante consulta,73,,,,,,,,2.0,7.0,0.0,36.7,0.0,CDB
FD00799,C00550,2026-06-27,2026T2,Varejo,Fundos,Central de Atendimento,2-5 anos,7,"Atendimento resolveu, mas demorou",550,,,,,,,,2.0,3.5,0.0,17.95,0.0,Fundos
FD00800,C00239,2026-06-17,2026T2,Varejo,Fundos,App,6-24 meses,9,Consegui acompanhar minha carteira,239,,,,,,,,2.0,10.5,0.0,20.6,0.0,Fundos
FD00801,C00541,2026-06-10,2026T2,Novo Investidor,Fundos,Internet Banking,0-6 meses,9,Boa experiencia no aplicativo,541,1.0,9.0,0.0,0.0,resgate,Chat,CDB,3.0,5.0,0.0,40.56666666666667,1.0,CDB
FD00802,C00359,2026-05-22,2026T2,Novo Investidor,Tesouro Direto,App,6-24 meses,9,Atendimento claro e rapido,359,1.0,7.0,1.0,0.0,duvida rentabilidade,E-mail,CDB,2.0,13.0,0.0,20.9,0.0,CDB
FD00803,C00532,2026-05-29,2026T2,Novo Investidor,Carteira Administrada,App,2-5 anos,9,Boa experiencia no aplicativo,532,,,,,,,,3.0,6.333333333333333,0.3333333333333333,47.53333333333333,0.0,Carteira Administrada
FD00804,C00329,2026-04-05,2026T2,Alta Renda,Fundos,App,5+ anos,2,Informacoes divergentes sobre o produto,329,2.0,3.5,0.0,2.0,reclamacao atendimento,Chat,Fundos,2.0,8.5,0.0,27.35,0.0,Fundos
FD00805,C00364,2026-04-12,2026T2,Alta Renda,Fundos,Central de Atendimento,0-6 meses,9,Boa experiencia no aplicativo,364,,,,,,,,2.0,4.5,0.5,34.6,0.0,Carteira Administrada
FD00806,C00083,2026-05-28,2026T2,Alta Renda,CDB,Central de Atendimento,6-24 meses,10,Consegui acompanhar minha carteira,83,,,,,,,,1.0,3.0,0.0,10.0,1.0,CDB
FD00807,C00527,2026-06-13,2026T2,Alta Renda,Tesouro Direto,App,0-6 meses,9,Assessoria ajudou na decisao,527,2.0,9.0,1.0,1.0,duvida rentabilidade,Chat,Carteira Administrada,2.0,7.5,0.0,17.55,0.0,Tesouro Direto
FD00808,C00525,2026-04-26,2026T2,Varejo,Tesouro Direto,App,5+ anos,6,Informacoes divergentes sobre o produto,525,1.0,8.0,1.0,0.0,reclamacao atendimento,Telefone,Fundos,3.0,9.333333333333334,0.0,27.53333333333333,1.0,Tesouro Direto
FD00809,C00114,2026-04-18,2026T2,Varejo,Carteira Administrada,App,6-24 meses,10,Informacoes estavam faceis de encontrar,114,2.0,9.0,1.0,1.0,explicacao risco,E-mail,CDB,3.0,8.333333333333334,0.6666666666666666,49.0,0.0,CDB
FD00810,C00082,2026-05-14,2026T2,Varejo,Carteira Administrada,App,2-5 anos,4,Nao ficou claro o risco do produto,82,1.0,5.0,0.0,1.0,acesso app,Telefone,Carteira Administrada,3.0,8.666666666666666,0.0,37.23333333333333,0.0,CDB
FD00811,C00442,2026-06-15,2026T2,Novo Investidor,Carteira Administrada,App,6-24 meses,6,Aplicativo travou durante consulta,442,1.0,6.0,1.0,0.0,duvida rentabilidade,Telefone,Carteira Administrada,1.0,5.0,2.0,111.0,0.0,Carteira Administrada
FD00812,C00297,2026-06-30,2026T2,Varejo,COE,App,0-6 meses,3,Nao entendi a cobranca,297,1.0,9.0,1.0,0.0,acesso app,Chat,Carteira Administrada,4.0,6.25,0.0,29.625,0.0,Fundos
FD00813,C00297,2026-05-01,2026T2,Varejo,Fundos,Internet Banking,2-5 anos,10,Consegui acompanhar minha carteira,297,1.0,9.0,1.0,0.0,acesso app,Chat,Carteira Administrada,4.0,6.25,0.0,29.625,0.0,Fundos
FD00814,C00161,2026-05-28,2026T2,Alta Renda,Carteira Administrada,App,0-6 meses,10,Boa experiencia no aplicativo,161,1.0,10.0,1.0,0.0,cadastro,E-mail,Carteira Administrada,1.0,4.0,1.0,84.4,0.0,Carteira Administrada
FD00815,C00279,2026-04-02,2026T2,Varejo,Tesouro Direto,App,2-5 anos,10,Assessoria ajudou na decisao,279,1.0,9.0,0.0,1.0,resgate,Chat,Tesouro Direto,,,,,,
FD00816,C00159,2026-04-19,2026T2,Private,Tesouro Direto,Assessoria,2-5 anos,10,Boa experiencia no aplicativo,159,1.0,10.0,0.0,0.0,explicacao risco,Telefone,CDB,4.0,6.5,0.0,24.55,0.0,CDB
FD00817,C00112,2026-06-16,2026T2,Private,COE,App,0-6 meses,10,Boa experiencia no aplicativo,112,1.0,10.0,1.0,0.0,resgate,E-mail,COE,3.0,11.0,0.0,16.8,0.0,COE
FD00818,C00059,2026-05-03,2026T2,Private,Fundos,Central de Atendimento,0-6 meses,10,Consegui acompanhar minha carteira,59,1.0,10.0,1.0,0.0,reclamacao atendimento,Telefone,Fundos,1.0,4.0,0.0,25.4,0.0,Fundos
FD00819,C00088,2026-05-09,2026T2,Varejo,Fundos,App,5+ anos,10,Informacoes estavam faceis de encontrar,88,,,,,,,,1.0,10.0,0.0,33.2,0.0,Fundos
FD00820,C00507,2026-06-26,2026T2,Novo Investidor,Carteira Administrada,App,0-6 meses,9,Informacoes estavam faceis de encontrar,507,1.0,9.0,1.0,0.0,acesso app,E-mail,Carteira Administrada,1.0,8.0,1.0,93.4,0.0,Carteira Administrada
FD00821,C00031,2026-06-25,2026T2,Varejo,Tesouro Direto,Assessoria,6-24 meses,10,Consegui acompanhar minha carteira,31,1.0,9.0,1.0,0.0,acesso app,Telefone,Fundos,3.0,7.0,0.0,16.866666666666667,0.0,Fundos
FD00822,C00510,2026-05-25,2026T2,Varejo,Carteira Administrada,App,6-24 meses,9,Boa experiencia no aplicativo,510,1.0,10.0,0.0,1.0,resgate,Telefone,Carteira Administrada,1.0,7.0,1.0,88.7,0.0,Carteira Administrada
FD00823,C00334,2026-04-25,2026T2,Private,Carteira Administrada,Assessoria,6-24 meses,10,Boa experiencia no aplicativo,334,,,,,,,,2.0,6.5,0.0,50.6,0.0,COE
FD00824,C00143,2026-05-23,2026T2,Alta Renda,Tesouro Direto,App,2-5 anos,10,Boa experiencia no aplicativo,143,,,,,,,,2.0,5.5,0.0,13.75,0.0,Tesouro Direto
FD00825,C00144,2026-05-03,2026T2,Alta Renda,Fundos,Assessoria,5+ anos,7,"Atendimento resolveu, mas demorou",144,,,,,,,,2.0,4.5,0.0,18.299999999999997,0.0,Fundos
FD00826,C00039,2026-04-25,2026T2,Varejo,Carteira Administrada,Central de Atendimento,0-6 meses,7,"Atendimento resolveu, mas demorou",39,,,,,,,,5.0,7.6,0.0,31.32,1.0,CDB
FD00827,C00342,2026-06-19,2026T2,Alta Renda,COE,App,2-5 anos,10,Boa experiencia no aplicativo,342,,,,,,,,,,,,,
FD00828,C00447,2026-05-13,2026T2,Novo Investidor,Tesouro Direto,App,6-24 meses,10,Informacoes estavam faceis de encontrar,447,1.0,9.0,1.0,0.0,explicacao risco,Chat,Tesouro Direto,2.0,9.0,0.0,34.45,0.0,Tesouro Direto
FD00829,C00275,2026-05-23,2026T2,Alta Renda,CDB,App,0-6 meses,9,Assessoria ajudou na decisao,275,2.0,7.5,1.0,1.0,cadastro,Chat,CDB,3.0,12.0,0.6666666666666666,40.93333333333333,0.0,CDB
FD00830,C00228,2026-05-17,2026T2,Alta Renda,Carteira Administrada,App,0-6 meses,9,Informacoes estavam faceis de encontrar,228,,,,,,,,4.0,7.25,0.0,49.4,0.0,Carteira Administrada
FD00831,C00242,2026-06-27,2026T2,Novo Investidor,CDB,Assessoria,6-24 meses,10,Consegui acompanhar minha carteira,242,1.0,10.0,1.0,0.0,duvida rentabilidade,Telefone,CDB,4.0,6.0,0.5,31.325,0.0,Fundos
FD00832,C00443,2026-04-24,2026T2,Alta Renda,Tesouro Direto,App,5+ anos,9,Boa experiencia no aplicativo,443,,,,,,,,2.0,6.0,0.5,23.7,1.0,CDB
FD00833,C00396,2026-04-26,2026T2,Novo Investidor,Tesouro Direto,Central de Atendimento,2-5 anos,9,Informacoes estavam faceis de encontrar,396,,,,,,,,3.0,7.333333333333333,0.6666666666666666,42.93333333333333,0.0,Tesouro Direto
FD00834,C00411,2026-06-02,2026T2,Alta Renda,CDB,Internet Banking,5+ anos,9,Assessoria ajudou na decisao,411,,,,,,,,4.0,6.75,0.0,17.05,1.0,Tesouro Direto
FD00835,C00262,2026-05-13,2026T2,Novo Investidor,Fundos,Internet Banking,6-24 meses,10,Assessoria ajudou na decisao,262,1.0,10.0,1.0,0.0,reclamacao atendimento,E-mail,Fundos,2.0,5.0,0.0,26.15,1.0,Fundos
FD00836,C00400,2026-04-04,2026T2,Varejo,Fundos,App,2-5 anos,9,Informacoes estavam faceis de encontrar,400,,,,,,,,6.0,6.0,0.0,24.866666666666664,0.0,CDB
FD00837,C00371,2026-04-08,2026T2,Private,Carteira Administrada,App,5+ anos,10,Boa experiencia no aplicativo,371,,,,,,,,1.0,5.0,0.0,89.1,0.0,Carteira Administrada
FD00838,C00184,2026-04-11,2026T2,Varejo,CDB,App,2-5 anos,10,Informacoes estavam faceis de encontrar,184,1.0,10.0,1.0,0.0,duvida rentabilidade,E-mail,COE,2.0,8.0,0.0,6.3,0.0,CDB
FD00839,C00117,2026-04-21,2026T2,Varejo,CDB,App,2-5 anos,9,Consegui acompanhar minha carteira,117,1.0,8.0,0.0,0.0,explicacao risco,Chat,CDB,1.0,9.0,0.0,29.3,0.0,CDB
FD00840,C00053,2026-04-23,2026T2,Novo Investidor,Fundos,App,6-24 meses,0,Nao ficou claro o risco do produto,53,2.0,4.5,1.0,1.0,acesso app,Telefone,Fundos,3.0,9.333333333333334,0.6666666666666666,33.266666666666666,1.0,Fundos
FD00841,C00452,2026-05-28,2026T2,Alta Renda,Fundos,App,6-24 meses,1,Informacoes divergentes sobre o produto,452,,,,,,,,3.0,7.0,0.0,9.5,0.0,Fundos
FD00842,C00522,2026-06-17,2026T2,Alta Renda,Tesouro Direto,App,2-5 anos,10,Atendimento claro e rapido,522,1.0,10.0,0.0,0.0,resgate,Agencia,Carteira Administrada,3.0,10.333333333333334,0.0,32.96666666666667,0.0,CDB
FD00843,C00469,2026-04-07,2026T2,Private,CDB,App,0-6 meses,9,Atendimento claro e rapido,469,,,,,,,,2.0,8.0,0.0,15.2,0.0,CDB
FD00844,C00275,2026-04-27,2026T2,Alta Renda,CDB,App,0-6 meses,9,Atendimento claro e rapido,275,2.0,7.5,1.0,1.0,cadastro,Chat,CDB,3.0,12.0,0.6666666666666666,40.93333333333333,0.0,CDB
FD00845,C00157,2026-04-24,2026T2,Varejo,Fundos,Assessoria,6-24 meses,5,Informacoes divergentes sobre o produto,157,,,,,,,,1.0,7.0,0.0,21.3,0.0,Fundos
FD00846,C00454,2026-05-04,2026T2,Novo Investidor,CDB,App,2-5 anos,7,Aplicativo poderia explicar melhor,454,1.0,6.0,1.0,0.0,reclamacao atendimento,Agencia,CDB,2.0,6.5,0.0,34.4,1.0,CDB
FD00847,C00134,2026-04-24,2026T2,Alta Renda,Carteira Administrada,Central de Atendimento,2-5 anos,9,Assessoria ajudou na decisao,134,,,,,,,,2.0,12.0,0.5,56.0,1.0,COE
FD00848,C00105,2026-04-30,2026T2,Novo Investidor,Fundos,App,2-5 anos,2,,105,,,,,,,,2.0,6.5,0.0,23.75,0.0,Fundos
FD00849,C00374,2026-05-09,2026T2,Varejo,CDB,Assessoria,6-24 meses,9,Consegui acompanhar minha carteira,374,1.0,10.0,1.0,0.0,duvida rentabilidade,Telefone,CDB,2.0,4.0,0.0,11.100000000000001,0.0,CDB
FD00850,C00016,2026-04-25,2026T2,Private,Fundos,App,2-5 anos,6,Nao consegui falar com assessor,16,1.0,8.0,0.0,1.0,acesso app,Telefone,COE,3.0,9.0,0.0,14.4,0.0,CDB
FD00851,C00053,2026-04-11,2026T2,Novo Investidor,Fundos,App,6-24 meses,10,Assessoria ajudou na decisao,53,2.0,4.5,1.0,1.0,acesso app,Telefone,Fundos,3.0,9.333333333333334,0.6666666666666666,33.266666666666666,1.0,Fundos
FD00852,C00467,2026-04-09,2026T2,Alta Renda,Fundos,App,2-5 anos,10,Consegui acompanhar minha carteira,467,1.0,10.0,1.0,0.0,resgate,Telefone,Fundos,2.0,10.0,0.0,7.65,1.0,COE
FD00853,C00212,2026-04-19,2026T2,Varejo,CDB,Assessoria,5+ anos,7,"Atendimento resolveu, mas demorou",212,,,,,,,,2.0,7.0,0.0,20.700000000000003,0.0,CDB
FD00854,C00079,2026-04-28,2026T2,Alta Renda,Tesouro Direto,App,2-5 anos,9,Consegui acompanhar minha carteira,79,,,,,,,,5.0,10.6,0.0,15.12,0.0,Tesouro Direto
FD00855,C00229,2026-06-21,2026T2,Novo Investidor,CDB,App,5+ anos,2,Nao entendi a cobranca,229,1.0,2.0,1.0,0.0,duvida rentabilidade,Telefone,CDB,3.0,7.333333333333333,0.6666666666666666,32.86666666666667,0.0,Fundos
FD00856,C00268,2026-04-02,2026T2,Varejo,COE,App,5+ anos,10,Atendimento claro e rapido,268,,,,,,,,1.0,7.0,0.0,23.3,0.0,COE
FD00857,C00300,2026-05-30,2026T2,Private,Fundos,Internet Banking,2-5 anos,9,Boa experiencia no aplicativo,300,1.0,9.0,0.0,1.0,extrato,Agencia,Fundos,1.0,5.0,0.0,6.7,0.0,Fundos
FD00858,C00141,2026-05-03,2026T2,Novo Investidor,Fundos,Assessoria,6-24 meses,9,Atendimento claro e rapido,141,,,,,,,,2.0,7.5,0.5,29.900000000000002,1.0,Fundos
FD00859,C00238,2026-06-26,2026T2,Private,CDB,App,6-24 meses,9,Assessoria ajudou na decisao,238,2.0,6.5,1.0,1.0,acesso app,Chat,CDB,4.0,5.25,0.0,22.05,1.0,CDB
FD00860,C00141,2026-05-25,2026T2,Novo Investidor,Tesouro Direto,Assessoria,2-5 anos,4,Nao ficou claro o risco do produto,141,,,,,,,,2.0,7.5,0.5,29.900000000000002,1.0,Fundos
FD00861,C00443,2026-05-16,2026T2,Alta Renda,CDB,Internet Banking,6-24 meses,10,Assessoria ajudou na decisao,443,,,,,,,,2.0,6.0,0.5,23.7,1.0,CDB
FD00862,C00017,2026-04-17,2026T2,Alta Renda,Tesouro Direto,App,5+ anos,10,Atendimento claro e rapido,17,1.0,10.0,1.0,0.0,acesso app,Telefone,Tesouro Direto,1.0,7.0,0.0,22.1,0.0,Tesouro Direto
FD00863,C00010,2026-06-16,2026T2,Varejo,Carteira Administrada,App,2-5 anos,9,Consegui acompanhar minha carteira,10,2.0,8.0,2.0,0.0,acesso app,Telefone,CDB,4.0,8.5,0.0,25.475,1.0,CDB
FD00864,C00197,2026-05-27,2026T2,Varejo,CDB,Internet Banking,6-24 meses,10,Boa experiencia no aplicativo,197,1.0,10.0,1.0,0.0,cadastro,Agencia,CDB,1.0,3.0,0.0,10.7,0.0,CDB
FD00865,C00517,2026-05-19,2026T2,Alta Renda,Fundos,App,0-6 meses,10,Informacoes estavam faceis de encontrar,517,1.0,10.0,1.0,0.0,reclamacao atendimento,Telefone,CDB,4.0,6.25,0.0,16.75,1.0,CDB
FD00866,C00422,2026-04-01,2026T2,Varejo,Fundos,App,6-24 meses,10,Assessoria ajudou na decisao,422,,,,,,,,3.0,7.666666666666667,0.3333333333333333,28.666666666666668,0.0,CDB
FD00867,C00103,2026-06-26,2026T2,Alta Renda,Tesouro Direto,App,6-24 meses,10,Consegui acompanhar minha carteira,103,,,,,,,,3.0,7.666666666666667,0.6666666666666666,39.5,0.0,Carteira Administrada
FD00868,C00191,2026-04-12,2026T2,Private,Tesouro Direto,Central de Atendimento,0-6 meses,10,Consegui acompanhar minha carteira,191,1.0,10.0,1.0,0.0,resgate,Chat,Tesouro Direto,2.0,6.5,0.0,47.0,0.0,Carteira Administrada
FD00869,C00101,2026-06-16,2026T2,Private,Carteira Administrada,App,2-5 anos,10,Atendimento claro e rapido,101,,,,,,,,2.0,9.0,0.0,47.1,0.0,Carteira Administrada
FD00870,C00202,2026-04-28,2026T2,Private,Fundos,App,5+ anos,10,Assessoria ajudou na decisao,202,3.0,9.333333333333334,2.0,0.0,explicacao risco,Telefone,CDB,6.0,8.5,0.3333333333333333,34.03333333333333,0.0,CDB
FD00871,C00524,2026-04-23,2026T2,Varejo,Fundos,App,5+ anos,5,Aplicativo travou durante consulta,524,,,,,,,,3.0,9.333333333333334,0.0,23.099999999999998,0.0,COE
FD00872,C00465,2026-05-24,2026T2,Novo Investidor,CDB,App,2-5 anos,8,"Experiencia ok, mas poderia ser mais simples",465,,,,,,,,1.0,11.0,0.0,40.2,0.0,CDB
FD00873,C00094,2026-06-06,2026T2,Varejo,CDB,App,5+ anos,10,Assessoria ajudou na decisao,94,2.0,9.5,1.0,1.0,extrato,E-mail,CDB,2.0,5.0,0.0,16.9,1.0,CDB
FD00874,C00502,2026-05-03,2026T2,Alta Renda,Carteira Administrada,App,2-5 anos,10,Atendimento claro e rapido,502,,,,,,,,2.0,6.5,0.0,49.400000000000006,0.0,CDB
FD00875,C00489,2026-06-03,2026T2,Novo Investidor,Tesouro Direto,App,5+ anos,9,Informacoes estavam faceis de encontrar,489,,,,,,,,2.0,12.0,0.0,32.349999999999994,0.0,CDB
FD00876,C00202,2026-05-08,2026T2,Private,Carteira Administrada,App,6-24 meses,4,Nao ficou claro o risco do produto,202,3.0,9.333333333333334,2.0,0.0,explicacao risco,Telefone,CDB,6.0,8.5,0.3333333333333333,34.03333333333333,0.0,CDB
FD00877,C00131,2026-06-18,2026T2,Alta Renda,Carteira Administrada,App,6-24 meses,9,Consegui acompanhar minha carteira,131,,,,,,,,2.0,12.5,0.5,58.2,1.0,Carteira Administrada
FD00878,C00403,2026-05-13,2026T2,Alta Renda,Tesouro Direto,Central de Atendimento,0-6 meses,10,Atendimento claro e rapido,403,,,,,,,,1.0,9.0,0.0,17.3,0.0,Tesouro Direto
FD00879,C00331,2026-06-28,2026T2,Alta Renda,Fundos,App,6-24 meses,9,Boa experiencia no aplicativo,331,1.0,9.0,1.0,0.0,reclamacao atendimento,Telefone,Fundos,1.0,10.0,0.0,3.3,0.0,Fundos
FD00880,C00464,2026-06-09,2026T2,Varejo,Carteira Administrada,Central de Atendimento,2-5 anos,5,Nao consegui falar com assessor,464,,,,,,,,1.0,9.0,0.0,8.2,0.0,CDB
FD00881,C00170,2026-06-03,2026T2,Varejo,CDB,App,6-24 meses,9,Atendimento claro e rapido,170,1.0,9.0,1.0,0.0,reclamacao atendimento,Telefone,CDB,1.0,8.0,0.0,8.6,0.0,CDB
FD00882,C00421,2026-05-03,2026T2,Varejo,CDB,App,0-6 meses,5,Informacoes divergentes sobre o produto,421,1.0,10.0,1.0,0.0,resgate,Agencia,Tesouro Direto,2.0,7.0,0.5,26.35,0.0,CDB
FD00883,C00071,2026-05-16,2026T2,Varejo,Carteira Administrada,Central de Atendimento,2-5 anos,9,Informacoes estavam faceis de encontrar,71,,,,,,,,1.0,8.0,1.0,80.7,0.0,Carteira Administrada
FD00884,C00498,2026-04-30,2026T2,Private,Carteira Administrada,App,5+ anos,10,Informacoes estavam faceis de encontrar,498,1.0,8.0,0.0,0.0,explicacao risco,Telefone,CDB,2.0,4.5,0.5,55.05,0.0,CDB
FD00885,C00475,2026-05-29,2026T2,Alta Renda,Carteira Administrada,App,5+ anos,9,Informacoes estavam faceis de encontrar,475,,,,,,,,2.0,9.0,1.0,60.75,0.0,CDB
FD00886,C00013,2026-05-17,2026T2,Varejo,CDB,App,5+ anos,7,"Atendimento resolveu, mas demorou",13,,,,,,,,2.0,6.5,0.5,21.3,0.0,CDB
FD00887,C00384,2026-06-21,2026T2,Varejo,CDB,App,6-24 meses,10,Atendimento claro e rapido,384,2.0,8.0,0.0,2.0,resgate,E-mail,CDB,4.0,9.75,0.25,43.675,0.0,CDB
FD00888,C00363,2026-05-13,2026T2,Alta Renda,COE,App,6-24 meses,10,Consegui acompanhar minha carteira,363,,,,,,,,1.0,11.0,0.0,25.6,0.0,COE
FD00889,C00219,2026-05-06,2026T2,Varejo,Fundos,App,6-24 meses,9,Atendimento claro e rapido,219,2.0,9.0,2.0,0.0,resgate,Chat,Fundos,4.0,5.5,0.0,19.225,0.0,Tesouro Direto
FD00890,C00368,2026-06-10,2026T2,Novo Investidor,Tesouro Direto,App,0-6 meses,10,Atendimento claro e rapido,368,2.0,10.0,2.0,0.0,extrato,Chat,Tesouro Direto,1.0,12.0,0.0,19.8,0.0,Tesouro Direto
FD00891,C00327,2026-05-27,2026T2,Alta Renda,CDB,App,6-24 meses,10,Boa experiencia no aplicativo,327,,,,,,,,,,,,,
FD00892,C00097,2026-06-14,2026T2,Alta Renda,COE,App,2-5 anos,7,Aplicativo poderia explicar melhor,97,1.0,7.0,1.0,0.0,explicacao risco,Agencia,COE,3.0,7.333333333333333,0.0,31.96666666666667,1.0,COE
FD00893,C00311,2026-06-07,2026T2,Alta Renda,Carteira Administrada,Internet Banking,6-24 meses,2,Demora para resolver meu problema,311,1.0,10.0,1.0,0.0,resgate,Telefone,CDB,2.0,7.0,0.0,46.85,0.0,CDB
FD00894,C00039,2026-04-19,2026T2,Varejo,CDB,App,0-6 meses,0,Informacoes divergentes sobre o produto,39,,,,,,,,5.0,7.6,0.0,31.32,1.0,CDB
FD00895,C00512,2026-04-26,2026T2,Alta Renda,Carteira Administrada,App,0-6 meses,9,Consegui acompanhar minha carteira,512,,,,,,,,2.0,7.5,1.0,62.4,0.0,Carteira Administrada
FD00896,C00148,2026-05-28,2026T2,Alta Renda,Fundos,Assessoria,5+ anos,10,Assessoria ajudou na decisao,148,,,,,,,,3.0,5.333333333333333,0.0,31.833333333333332,0.0,CDB
FD00897,C00386,2026-06-04,2026T2,Varejo,Tesouro Direto,App,2-5 anos,5,Nao ficou claro o risco do produto,386,,,,,,,,2.0,10.0,0.5,55.949999999999996,1.0,Carteira Administrada
FD00898,C00152,2026-05-22,2026T2,Private,Tesouro Direto,App,6-24 meses,10,Boa experiencia no aplicativo,152,2.0,9.5,2.0,0.0,acesso app,Chat,Carteira Administrada,2.0,4.5,0.5,31.7,0.0,Carteira Administrada
FD00899,C00050,2026-04-26,2026T2,Private,Tesouro Direto,Internet Banking,6-24 meses,9,Assessoria ajudou na decisao,50,2.0,8.5,1.0,1.0,duvida rentabilidade,Telefone,Carteira Administrada,4.0,7.25,0.25,33.225,0.0,Tesouro Direto
FD00900,C00037,2026-04-21,2026T2,Alta Renda,CDB,Internet Banking,2-5 anos,9,Consegui acompanhar minha carteira,37,,,,,,,,2.0,7.0,0.0,15.85,1.0,CDB
FD00901,C00181,2026-06-20,2026T2,Alta Renda,Tesouro Direto,Internet Banking,0-6 meses,9,Atendimento claro e rapido,181,,,,,,,,1.0,3.0,0.0,7.7,0.0,Tesouro Direto
FD00902,C00184,2026-06-28,2026T2,Varejo,COE,App,2-5 anos,10,Atendimento claro e rapido,184,1.0,10.0,1.0,0.0,duvida rentabilidade,E-mail,COE,2.0,8.0,0.0,6.3,0.0,CDB
